#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,SPRINGER-0--RAW,215,0 Fanatics Emanate George Springer # Toronto Blue Jays,,77.67,1,,3000,<p><b>0 Fanatics Emanate George Springer #</b></p><p><b>Serial Numbered:</b> 08/50</p><p>Autograph</p><p>Toronto Blue Jays | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $86.30 | Recent Sales Range: $14.95 - $249.99 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,NABERS-0--RAW,215,0 Panini Emanate Malik Nabers # RC New York Giants,,48.40,1,,3000,<p><b>0 Panini Emanate Malik Nabers #</b></p><p><b>Serial Numbered:</b> 89/99</p><p>Rookie Card | Autograph</p><p>New York Giants | Football</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $53.78 | Recent Sales Range: $8.18 - $189.99 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,MADDUX-0--RAW,215,0 Fanatics Emanate Greg Maddux # Atlanta Braves,,147.66,1,,3000,<p><b>0 Fanatics Emanate Greg Maddux #</b></p><p><b>Serial Numbered:</b> 47/99</p><p>Autograph</p><p>Atlanta Braves | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $164.07 | Recent Sales Range: $34.80 - $599.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,MAUER-0--RAW,215,0 Panini Emanate Joe Mauer # Minnesota Twins,,37.50,1,,3000,<p><b>0 Panini Emanate Joe Mauer #</b></p><p><b>Serial Numbered:</b> 03/99</p><p>Autograph</p><p>Minnesota Twins | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $41.66 | Recent Sales Range: $1.50 - $90.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,ORTIZ-0--RAW,215,0 Panini Emanate David Ortiz # Boston Red Sox,,50.73,1,,3000,<p><b>0 Panini Emanate David Ortiz #</b></p><p><b>Serial Numbered:</b> 05/99</p><p>Autograph</p><p>Boston Red Sox | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $56.37 | Recent Sales Range: $3.25 - $129.50 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,CABRERA-0--RAW,215,0 Panini Emanate Miguel Cabrera # Detroit Tigers,,66.65,1,,3000,<p><b>0 Panini Emanate Miguel Cabrera #</b></p><p><b>Serial Numbered:</b> 26/99</p><p>Autograph</p><p>Detroit Tigers | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $74.06 | Recent Sales Range: $1.49 - $285.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,DURAN-0--RAW,215,0 Panini Emanate Jarren Duran # Boston Red Sox,,33.25,1,,3000,<p><b>0 Panini Emanate Jarren Duran #</b></p><p><b>Serial Numbered:</b> 59/99</p><p>Autograph</p><p>Boston Red Sox | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $36.95 | Recent Sales Range: $6.00 - $169.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,JR.-0--RAW,215,0 Panini Emanate Bobby Witt Jr. # Kansas City Royals,,109.55,1,,3000,<p><b>0 Panini Emanate Bobby Witt Jr. #</b></p><p><b>Serial Numbered:</b> 04/25</p><p>Autograph</p><p>Kansas City Royals | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $121.73 | Recent Sales Range: $80.00 - $200.00 | Based on 1 market source</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,THOME-0--RAW,215,0 Emanate Emanate Jim Thome # Chicago White Sox,,63.62,1,,3000,<p><b>0 Emanate Emanate Jim Thome #</b></p><p><b>Serial Numbered:</b> 40/50</p><p>Autograph</p><p>Chicago White Sox | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $70.69 | Recent Sales Range: $18.71 - $109.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,THOME-0--RAW,215,0 Fanatics Emanate Jim Thome # Chicago White Sox,,67.73,1,,3000,<p><b>0 Fanatics Emanate Jim Thome #</b></p><p><b>Serial Numbered:</b> 54/99</p><p>Autograph</p><p>Chicago White Sox | Baseball</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $75.26 | Recent Sales Range: $18.71 - $146.25 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
