#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,MONTGOMERY-2024-BDC-58-CGC8,215,2024 Bowman Draft Chrome Braden Montgomery #BDC-58 CGC 8 RC Boston Red Sox,,13.38,1,,2750,<p><b>2024 Bowman Draft Chrome Braden Montgomery #BDC-58</b></p><p><b>Grade:</b> CGC 8 NM-MT</p><p>Rookie Card</p><p>Boston Red Sox | Baseball</p><p><b>Market Data:</b> Avg Market Value: $14.86 | Recent Sales Range: $1.99 - $135.00 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,JUNG-2019-BD-7-CGC85,215,2019 Bowman Draft Josh Jung #BD-7 CGC 8.5 RC Texas Rangers,,14.98,1,,2750,<p><b>2019 Bowman Draft Josh Jung #BD-7</b></p><p><b>Grade:</b> CGC 8.5 NM-MT+</p><p>Rookie Card</p><p>Texas Rangers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $16.64 | Recent Sales Range: $0.99 - $59.99 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,YELICH-2013-US290-CGC85,215,2013 Topps Update Christian Yelich #US290 CGC 8.5 RC Miami Marlins,,10.21,1,,2750,<p><b>2013 Topps Update Christian Yelich #US290</b></p><p><b>Grade:</b> CGC 8.5 NM-MT+</p><p>Rookie Card</p><p>Miami Marlins | Baseball</p><p><b>Market Data:</b> Avg Market Value: $11.35 | Recent Sales Range: $3.59 - $25.00 | Based on 3 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,TURANG-2018-BDC-11-CGC9,215,2018 Bowman Draft Chrome Brice Turang #BDC-11 CGC 9 RC Milwaukee Brewers,,41.75,1,,2750,<p><b>2018 Bowman Draft Chrome Brice Turang #BDC-11</b></p><p><b>Grade:</b> CGC 9 MINT</p><p>Rookie Card</p><p>Milwaukee Brewers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $46.38 | Recent Sales Range: $1.75 - $300.00 | Based on 3 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,OHTANI-2024-64-CGC95,215,2024 Topps 50/50 Shohei Ohtani #64 CGC 9.5 Los Angeles Dodgers,,13.63,1,,2750,<p><b>2024 Topps 50/50 Shohei Ohtani #64</b></p><p><b>Grade:</b> CGC 9.5 MINT+</p><p>Los Angeles Dodgers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $15.14 | Recent Sales Range: $9.99 - $20.89 | Based on 3 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,SCHWELLENBACH-2025-RR-19-CGC10,215,2025 Bowman Chrome Spencer Schwellenbach Rockstar Rookies #RR-19 CGC 10 RC At...,,9.74,1,,2750,<p><b>2025 Bowman Chrome Spencer Schwellenbach #RR-19</b></p><p><b>Grade:</b> CGC 10 PRISTINE</p><p>Rockstar Rookies | Rookie Card</p><p>Atlanta Braves | Baseball</p><p><b>Market Data:</b> Avg Market Value: $10.82 | Recent Sales Range: $1.34 - $100.00 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,JENKINS-2024-BCP-43-CGC10,215,2024 Bowman Chrome Prospects Walker Jenkins #BCP-43 CGC 10 RC Minnesota Twins,,30.61,1,,2750,<p><b>2024 Bowman Chrome Prospects Walker Jenkins #BCP-43</b></p><p><b>Grade:</b> CGC 10 PRISTINE</p><p>Rookie Card</p><p>Minnesota Twins | Baseball</p><p><b>Market Data:</b> Avg Market Value: $34.02 | Recent Sales Range: $1.25 - $310.05 | Based on 3 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,FRANCO-2022-12-PSA8,215,2022 Bowman Bowman Wander Franco #12 PSA 8 Tampa Bay Rays,,4.98,1,,2750,<p><b>2022 Bowman Bowman Wander Franco #12</b></p><p><b>Grade:</b> PSA 8 NM-MT</p><p>Tampa Bay Rays | Baseball</p><p><b>Market Data:</b> Avg Market Value: $4.42 | Recent Sales Range: $0.99 - $32.99 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,JUDGE-2021-TC922-PSA9,215,2021 Topps Update 1992 Topps Redux Chrome Aaron Judge #TC922 PSA 9 New York Y...,,46.23,1,,2750,<p><b>2021 Topps Update 1992 Topps Redux Chrome Aaron Judge #TC922</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>New York Yankees | Baseball</p><p><b>Market Data:</b> Avg Market Value: $44.48 | Recent Sales Range: $17.10 - $111.00 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,CRUZ-2022-128-PSA10,215,2022 Topps Chrome Oneil Cruz Prism Refractor #128 PSA 10 RC Pittsburgh Pirates,,32.66,1,,2750,<p><b>2022 Topps Chrome Oneil Cruz #128</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Prism Refractor | Rookie Card</p><p>Pittsburgh Pirates | Baseball</p><p><b>Market Data:</b> Avg Market Value: $36.29 | Recent Sales Range: $20.00 - $100.00 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,BETTS-2024-STN-18-PSA9,215,2024 Topps Chrome Cosmic Mookie Betts Stars in the Night #STN-18 PSA 9 Los An...,,39.61,1,,2750,<p><b>2024 Topps Chrome Cosmic Mookie Betts #STN-18</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Stars in the Night</p><p>Los Angeles Dodgers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $38.78 | Recent Sales Range: $12.00 - $51.00 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,SOTO-2017-BCP180-PSA10,215,2017 Bowman Chrome Prospects Juan Soto #BCP180 PSA 10 Washington Nationals,,82.18,1,,2750,<p><b>2017 Bowman Chrome Prospects Juan Soto #BCP180</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Washington Nationals | Baseball</p><p><b>Market Data:</b> Avg Market Value: $75.96 | Recent Sales Range: $40.00 - $199.99 | Based on 5 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,CELESTEN-2023-156-PSA9,215,2023 Bowman Chrome Felnin Celesten Prospects SP #156 PSA 9 Seattle Mariners,,92.13,1,,2750,<p><b>2023 Bowman Chrome Felnin Celesten #156</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Prospects SP</p><p>Seattle Mariners | Baseball</p><p><b>Market Data:</b> Avg Market Value: $83.91 | Recent Sales Range: $35.00 - $121.00 | Based on 5 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,YAMAMOTO-2024-30-PSA10,215,2024 Topps Chrome Yoshinobu Yamamoto #30 PSA 10 RC Los Angeles Dodgers,,192.22,1,,2750,<p><b>2024 Topps Chrome Yoshinobu Yamamoto #30</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Rookie Card</p><p>Los Angeles Dodgers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $188.67 | Recent Sales Range: $49.99 - $575.00 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
