#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,YOUNG-2023-CHROME-AUTOGREENGEOMETRIC-80-PSA10,215,2023 Topps Chrome Bryce Young Auto Green Geometric #TCABY PSA 10 RC Carolina ...,,239.15,1,,2750,<p><b>2023 Topps Chrome Bryce Young #TCABY</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 80/99</p><p>Auto Green Geometric | Rookie Card | Autograph</p><p>Carolina Panthers | Football</p><p><b>Market Data:</b> Avg Market Value: $233.29 | Recent Sales Range: $55.00 - $599.99 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,GOFF-2023-PRIZM-BLUEICE-98-PSA9,215,2023 Panini Prizm Jared Goff Blue Ice #98 PSA 9 Detroit Lions,,69.35,1,,2750,<p><b>2023 Panini Prizm Jared Goff #98</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Blue Ice</p><p>Detroit Lions | Football</p><p><b>Market Data:</b> Avg Market Value: $64.11 | Recent Sales Range: $27.00 - $249.95 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,TAGOVAILOA-2024-ABSOLUTE-EXPLOSIVEGOLD-05-PSA9,215,2024 Panini Absolute Tua Tagovailoa Explosive Gold #EXTTA PSA 9 Miami Dolphin...,,130.10,1,,2750,<p><b>2024 Panini Absolute Tua Tagovailoa #EXTTA</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 05/10</p><p>Explosive Gold</p><p>Miami Dolphins | Football</p><p><b>Market Data:</b> Avg Market Value: $144.56 | Recent Sales Range: $14.95 - $345.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,RICHARDSON-2023-ABSOLUTE-KABOOMVERTICAL-K37-PSA9,215,2023 Panini Absolute Anthony Richardson Kaboom! Vertical #K37 PSA 9 RC Indian...,,311.24,1,,2750,<p><b>2023 Panini Absolute Anthony Richardson #K37</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Kaboom! Vertical | Rookie Card</p><p>Indianapolis Colts | Football</p><p><b>Market Data:</b> Avg Market Value: $276.66 | Recent Sales Range: $220.00 - $330.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,ALLEN-2023-DONRUSSOPTIC-SUPERBOWLDOWNTOWN-SBDMA-PSA10,215,2023 Panini Donruss Optic Marcus Allen Super Bowl Downtown #SBD-MA PSA 10 Rai...,,655.07,1,,2750,<p><b>2023 Panini Donruss Optic Marcus Allen #SBD-MA</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Super Bowl Downtown</p><p>Raiders | Football</p><p><b>Market Data:</b> Avg Market Value: $582.29 | Recent Sales Range: $497.76 - $650.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,DANIELS-2024-ABSOLUTE-EXPLOSIVE-EXJDS-PSA10,215,2024 Panini Absolute Jayden Daniels Explosive #EXJDS PSA 10 RC Washington Com...,,290.85,1,,2750,<p><b>2024 Panini Absolute Jayden Daniels #EXJDS</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Explosive | Rookie Card</p><p>Washington Commanders | Football</p><p><b>Market Data:</b> Avg Market Value: $307.78 | Recent Sales Range: $24.00 - $1855.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,NIX-2024-PRIZM-PRIZMANIA-6-PSA9,215,2024 Panini Prizm Bo Nix Prizmania #6 PSA 9 RC Denver Broncos,,107.62,1,,2750,<p><b>2024 Panini Prizm Bo Nix #6</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Prizmania | Rookie Card</p><p>Denver Broncos | Football</p><p><b>Market Data:</b> Avg Market Value: $105.64 | Recent Sales Range: $30.71 - $375.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,DANIELS-2024-MOSAIC-STAINEDGLASS-SG17-PSA9,215,2024 Panini Mosaic Jayden Daniels Stained Glass #SG-17 PSA 9 RC Washington Co...,,301.53,1,,2750,<p><b>2024 Panini Mosaic Jayden Daniels #SG-17</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Stained Glass | Rookie Card</p><p>Washington Commanders | Football</p><p><b>Market Data:</b> Avg Market Value: $327.18 | Recent Sales Range: $130.00 - $475.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,JR-2024-MOSAIC-WHITESPARKLE-323-PSA10,215,2024 Panini Mosaic Brian Thomas Jr. White Sparkle #323 PSA 10 RC Jacksonville...,,86.54,1,,2750,<p><b>2024 Panini Mosaic Brian Thomas Jr. #323</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>White Sparkle | Rookie Card</p><p>Jacksonville Jaguars | Football</p><p><b>Market Data:</b> Avg Market Value: $78.82 | Recent Sales Range: $25.00 - $249.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,BOWERS-2024-PRIZM-COLORBLAST-8-PSA10,215,2024 Panini Prizm Brock Bowers Color Blast #8 PSA 10 RC Las Vegas Raiders,,215.28,1,,2750,<p><b>2024 Panini Prizm Brock Bowers #8</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Color Blast | Rookie Card</p><p>Las Vegas Raiders | Football</p><p><b>Market Data:</b> Avg Market Value: $215.69 | Recent Sales Range: $60.00 - $810.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,WILLIAMS-2024-PHOENIX-COLORBLAST-CBCWS-PSA10,215,2024 Panini Phoenix Caleb Williams Color Blast #CB-CWS PSA 10 RC Chicago Bears,,1443.06,1,,2750,<p><b>2024 Panini Phoenix Caleb Williams #CB-CWS</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Color Blast | Rookie Card</p><p>Chicago Bears | Football</p><p><b>Market Data:</b> Avg Market Value: $1553.68 | Recent Sales Range: $1100.00 - $1899.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
