#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,VRIES-2024-BCP-179-CGC85,215,2024 Bowman Chrome Prospects Leo De Vries #BCP-179 CGC 8.5 RC San Diego Padres,,27.67,1,,2750,<p><b>2024 Bowman Chrome Prospects Leo De Vries #BCP-179</b></p><p><b>Grade:</b> CGC 8.5 NM-MT+</p><p>Rookie Card</p><p>San Diego Padres | Baseball</p><p><b>Market Data:</b> Avg Market Value: $30.75 | Recent Sales Range: $3.49 - $159.00 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,YELICH-2013-40-CGC9,215,2013 Bowman Draft Picks & Prospects Chrome Christian Yelich #40 CGC 9 RC Miam...,,7.04,1,,2750,<p><b>2013 Bowman Draft Picks & Prospects Chrome Christian Yelich #40</b></p><p><b>Grade:</b> CGC 9 MINT</p><p>Rookie Card</p><p>Miami Marlins | Baseball</p><p><b>Market Data:</b> Avg Market Value: $7.83 | Recent Sales Range: $1.83 - $22.00 | Based on 3 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,CHOURIO-2024-161-CGC8,215,2024 Topps Chrome Jackson Chourio Refractor #161 CGC 8 RC Milwaukee Brewers,,34.71,1,,2750,<p><b>2024 Topps Chrome Jackson Chourio #161</b></p><p><b>Grade:</b> CGC 8 NM-MT</p><p>Refractor | Rookie Card</p><p>Milwaukee Brewers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $38.56 | Recent Sales Range: $1.25 - $175.00 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,WILSON-2024-PA-JW-PSA10,215,2024 Bowman Sterling Jacob Wilson Silver Refractor #PA-JW PSA 10 RC Oakland A...,,259.09,1,,2750,<p><b>2024 Bowman Sterling Jacob Wilson #PA-JW</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 043/200</p><p>Silver Refractor | Rookie Card | Autograph</p><p>Oakland Athletics | Baseball</p><p><b>Market Data:</b> Avg Market Value: $230.31 | Recent Sales Range: $57.00 - $499.99 | Based on 3 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,VERLANDER-2024-CAE-12-PSA9,215,2024 Topps Chrome Justin Verlander All Etch-Black Refractor #CAE-12 PSA 9 Hou...,,60.00,1,,2750,<p><b>2024 Topps Chrome Justin Verlander #CAE-12</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 02/10</p><p>All Etch-Black Refractor</p><p>Houston Astros | Baseball</p><p><b>Market Data:</b> Avg Market Value: $54.65 | Recent Sales Range: $15.01 - $155.00 | Based on 3 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,JUDGE-2022-90-PSA9,215,2022 Bowman Chrome Aaron Judge B/W Mini Diamond Refractor #90 PSA 9 New York ...,,136.42,1,,2750,<p><b>2022 Bowman Chrome Aaron Judge #90</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>B/W Mini Diamond Refractor</p><p>New York Yankees | Baseball</p><p><b>Market Data:</b> Avg Market Value: $136.07 | Recent Sales Range: $35.00 - $799.99 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,DRAKE-2024-BE4-ID-CGC10,215,2024 Topps Bowman's Best Isaiah Drake Best of '24 Autographs #BE4-ID CGC 10 A...,,3.37,1,,2750,<p><b>2024 Topps Bowman's Best Isaiah Drake #BE4-ID</b></p><p><b>Grade:</b> CGC 10 PRISTINE</p><p>Best of '24 Autographs | Autograph</p><p>Atlanta Braves | Baseball</p><p><b>Market Data:</b> Avg Market Value: $3.74 | Recent Sales Range: $1.00 - $8.50 | Based on 2 market sources</p><p>Card ships in CGC protective case with tracking.</p>,FixedPrice
Draft,ISAAC-2023-145-PSA10,215,2023 Bowman Bowman Mega Box Xavier Isaac Chrome Blue Refractor #145 PSA 10 RC...,,91.19,1,,2750,<p><b>2023 Bowman Bowman Mega Box Xavier Isaac #145</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Chrome Blue Refractor | Rookie Card</p><p>Tampa Bay Rays | Baseball</p><p><b>Market Data:</b> Avg Market Value: $90.14 | Recent Sales Range: $26.00 - $219.99 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,TURNER-2024-TMS2-17-PSA9,215,2024 Topps Mega Star Trea Turner Red Foil #TMS2-17 PSA 9 Philadelphia Phillies,,26.83,1,,2750,<p><b>2024 Topps Mega Star Trea Turner #TMS2-17</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 1/5</p><p>Red Foil</p><p>Philadelphia Phillies | Baseball</p><p><b>Market Data:</b> Avg Market Value: $23.85 | Recent Sales Range: $4.00 - $43.89 | Based on 3 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,CAMINERO-2023-SHA-JCA-PSA8,215,2023 Topps Bowman's Best Junior Caminero Shellacked Autograph #SHA-JCA PSA 8 ...,,362.03,1,,2750,<p><b>2023 Topps Bowman's Best Junior Caminero #SHA-JCA</b></p><p><b>Grade:</b> PSA 8 NM-MT<br><b>Serial Numbered:</b> 068/250</p><p>Shellacked Autograph | Rookie Card | Autograph</p><p>Tampa Bay Rays | Baseball</p><p><b>Market Data:</b> Avg Market Value: $321.81 | Recent Sales Range: $75.00 - $610.00 | Based on 4 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
