#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,TILLMAN-0--RAW,215,0 Unknown Downtown Pat Tillman # Arizona Cardinals,,1123.66,1,,3000,<p><b>0 Unknown Downtown Pat Tillman #</b></p><p>Arizona Cardinals | Football</p><p><b>VINTAGE</b></p><p><b>Market Data:</b> Avg Market Value: $1248.51 | Recent Sales Range: $2.44 - $7100.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,BURROW-2025-3-RAW,215,2025 Panini Mosaic Football Touchdown Masters Joe Burrow Prizm #3 Cincinnati ...,,0.00,1,,3000,<p><b>2025 Panini Mosaic Football Touchdown Masters Joe Burrow #3</b></p><p>Prizm</p><p>Cincinnati Bengals | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,KELCE-2024-12-RAW,215,2024 Panini Mosaic Football Travis Kelce Prizm #12 Kansas City Chiefs,,0.00,1,,3000,<p><b>2024 Panini Mosaic Football Travis Kelce #12</b></p><p>Prizm</p><p>Kansas City Chiefs | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,LOVE-2020-363-RAW,215,2020 Panini Prizm Jordan Love #363 RC Green Bay Packers,,0.00,1,,3000,<p><b>2020 Panini Prizm Jordan Love #363</b></p><p>Rookie Card</p><p>Green Bay Packers | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,SMITH-2000-17-RAW,215,2000 Fleer Tradition Throwbacks Emmitt Smith #17 Dallas Cowboys,,0.00,1,,3000,<p><b>2000 Fleer Tradition Throwbacks Emmitt Smith #17</b></p><p>Numbered</p><p>Dallas Cowboys | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,BRADY-2002-256-RAW,215,2002 Fleer Building Blocks Tom Brady #256 New England Patriots,,0.00,1,,3000,<p><b>2002 Fleer Building Blocks Tom Brady #256</b></p><p>New England Patriots | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,BRADY-2021-AGS-TB2-RAW,215,2021 Panini Prestige Tom Brady Any Given Sunday #AGS-TB2 New England Patriots,,0.00,1,,3000,<p><b>2021 Panini Prestige Tom Brady #AGS-TB2</b></p><p>Any Given Sunday</p><p>New England Patriots | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,DART-2024-400-RAW,215,2024 Panini Donruss Jaxson Dart #400 RC New York Giants,,0.00,1,,3000,<p><b>2024 Panini Donruss Jaxson Dart #400</b></p><p>Rookie Card</p><p>New York Giants | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,WILLIAMS-2025-C-5-RAW,215,2025 Topps Resurgence Conductors Caleb Williams #C-5 RC Chicago Bears,,0.00,1,,3000,<p><b>2025 Topps Resurgence Conductors Caleb Williams #C-5</b></p><p>Rookie Card</p><p>Chicago Bears | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,GRONKOWSKI-2018-OTP-TR-RAW,215,2018 Panini Absolute Football Tom Brady / Rob Gronkowski #OTP-TR New England ...,,0.00,1,,3000,<p><b>2018 Panini Absolute Football Tom Brady / Rob Gronkowski #OTP-TR</b></p><p>New England Patriots | Football</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
