#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,RENDON-2021-42-RAW,215,2021 Topps Triple Threads Anthony Rendon #42 Los Angeles Angels,,64.63,1,,3000,<p><b>2021 Topps Triple Threads Anthony Rendon #42</b></p><p><b>Serial Numbered:</b> 118/125</p><p>Los Angeles Angels | Baseball</p><p><b>Market Data:</b> Avg Market Value: $71.81 | Recent Sales Range: $1.75 - $247.50 | Based on 1 market source</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,WILSON-2025-31-RAW,215,2025 Topps Bowman's Best Jacob Wilson #31 RC Oakland Athletics,,26.20,1,,3000,<p><b>2025 Topps Bowman's Best Jacob Wilson #31</b></p><p>Rookie Card</p><p>Oakland Athletics | Baseball</p><p><b>Market Data:</b> Avg Market Value: $29.11 | Recent Sales Range: $0.99 - $187.50 | Based on 1 market source</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,JR.-2025-TP-23-RAW,215,2025 Topps Bowman's Best George Lombard Jr. #TP-23 New York Yankees,,7.68,1,,3000,<p><b>2025 Topps Bowman's Best George Lombard Jr. #TP-23</b></p><p><b>Serial Numbered:</b> 940/199</p><p>New York Yankees | Baseball</p><p><b>Market Data:</b> Avg Market Value: $8.53 | Recent Sales Range: $0.99 - $59.99 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,NETO-2025-47-RAW,215,2025 Topps Bowman's Best Zach Neto #47 Los Angeles Angels,,5.48,1,,3000,<p><b>2025 Topps Bowman's Best Zach Neto #47</b></p><p><b>Serial Numbered:</b> 21/250</p><p>Los Angeles Angels | Baseball</p><p><b>Market Data:</b> Avg Market Value: $6.09 | Recent Sales Range: $0.99 - $44.99 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,CALDWELL-2025-TP-30-RAW,215,2025 Topps Bowman's Best Slade Caldwell #TP-30 RC Arizona Diamondbacks,,7.41,1,,3000,<p><b>2025 Topps Bowman's Best Slade Caldwell #TP-30</b></p><p>Rookie Card</p><p>Arizona Diamondbacks | Baseball</p><p><b>Market Data:</b> Avg Market Value: $8.23 | Recent Sales Range: $1.25 - $22.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,SIMPSON-2025-66-RAW,215,2025 Topps Bowman's Best Chandler Simpson #66 RC Tampa Bay Rays,,9.31,1,,3000,<p><b>2025 Topps Bowman's Best Chandler Simpson #66</b></p><p><b>Serial Numbered:</b> 052/199</p><p>Rookie Card</p><p>Tampa Bay Rays | Baseball</p><p><b>Market Data:</b> Avg Market Value: $10.35 | Recent Sales Range: $0.99 - $30.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,ANDERSON-2025-TP-6-RAW,215,2025 Topps Bowman's Best Kade Anderson #TP-6 RC Seattle Mariners,,12.57,1,,3000,<p><b>2025 Topps Bowman's Best Kade Anderson #TP-6</b></p><p><b>Serial Numbered:</b> 001/999</p><p>Rookie Card</p><p>Seattle Mariners | Baseball</p><p><b>Market Data:</b> Avg Market Value: $13.96 | Recent Sales Range: $3.00 - $59.99 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,KWAN-2025-61-RAW,215,2025 Topps Bowman's Best Steven Kwan #61 Cleveland Guardians,,7.54,1,,3000,<p><b>2025 Topps Bowman's Best Steven Kwan #61</b></p><p><b>Serial Numbered:</b> 131/250</p><p>Cleveland Guardians | Baseball</p><p><b>Market Data:</b> Avg Market Value: $8.38 | Recent Sales Range: $0.99 - $30.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,CAMPBELL-2025-11-RAW,215,2025 Topps Bowman's Best Kristian Campbell #11 RC Boston Red Sox,,11.45,1,,3000,<p><b>2025 Topps Bowman's Best Kristian Campbell #11</b></p><p><b>Serial Numbered:</b> 101/250</p><p>Rookie Card</p><p>Boston Red Sox | Baseball</p><p><b>Market Data:</b> Avg Market Value: $12.72 | Recent Sales Range: $0.99 - $58.00 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,ADAMES-2021-60-RAW,215,2021 Bowman Bowman Willy Adames Pink #60 San Francisco Giants,,1.16,1,,3000,<p><b>2021 Bowman Bowman Willy Adames #60</b></p><p><b>Serial Numbered:</b> 161/175</p><p>Pink</p><p>San Francisco Giants | Baseball</p><p><b>Market Data:</b> Avg Market Value: $1.29 | Recent Sales Range: $0.73 - $2.75 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
Draft,GUERRERO-2021-BCP-144-RAW,215,2021 Bowman Chrome Pablo Guerrero Gold #BCP-144 RC Texas Rangers,,7.15,1,,3000,<p><b>2021 Bowman Chrome Pablo Guerrero #BCP-144</b></p><p><b>Serial Numbered:</b> 10/75</p><p>Gold | Rookie Card</p><p>Texas Rangers | Baseball</p><p><b>Market Data:</b> Avg Market Value: $7.94 | Recent Sales Range: $1.00 - $36.27 | Based on 2 market sources</p><p>Card shipped in protective sleeve and toploader with tracking.</p>,FixedPrice
