#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,JACKSON-2018-DONRUSSOPTIC-167-PSA10,215,2018 Panini Donruss Optic Lamar Jackson #167 PSA 10,,263.85,1,,2750,<p><b>2018 Panini Donruss Optic Lamar Jackson #167</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 50619956</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $308.60 | Recent Sales Range: $166.00 - $900.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,MCCARTHY-2024-SELECT-ZEBRASHOCK-24-PSA9,215,2024 Panini Select J.J. McCarthy Zebra Shock #24 PSA 9,,52.62,1,,2750,<p><b>2024 Panini Select J.J. McCarthy #24</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 130849393</p><p>Zebra Shock</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $53.49 | Recent Sales Range: $10.51 - $261.88 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,MCCARTHY-2024-DONRUSSOPTIC-UPTOWNS-10-PSA10,215,2024 Panini Donruss Optic J.J. McCarthy Uptowns #10 PSA 10,,267.91,1,,2750,<p><b>2024 Panini Donruss Optic J.J. McCarthy #10</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 130034023</p><p>Uptowns</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $257.73 | Recent Sales Range: $208.95 - $305.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,MCCARTHY-2024-DONRUSSOPTIC-UPTOWNS-10-PSA10,215,2024 Panini Donruss Optic J.J. McCarthy Uptowns #10 PSA 10,,267.91,1,,2750,<p><b>2024 Panini Donruss Optic J.J. McCarthy #10</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 119610510</p><p>Uptowns</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $257.73 | Recent Sales Range: $208.95 - $305.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,MCCARTHY-2024-DONRUSSOPTIC-UPTOWNS-10-PSA10,215,2024 Panini Donruss Optic J.J. McCarthy Uptowns #10 PSA 10,,267.91,1,,2750,<p><b>2024 Panini Donruss Optic J.J. McCarthy #10</b></p><p><b>Grade:</b> PSA 10 GEM MINT<br><b>Serial Numbered:</b> 117540080</p><p>Uptowns</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $257.73 | Recent Sales Range: $208.95 - $305.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,WILLIAMS-2024-SELECT-TRICOLORPRIZM-477-PSA9,215,2024 Panini Select Caleb Williams Tri-Color Prizm #477 PSA 9,,164.38,1,,2750,<p><b>2024 Panini Select Caleb Williams #477</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 120936496</p><p>Tri-Color Prizm</p><p>Football</p><p><b>Market Data:</b> Avg Market Value: $160.92 | Recent Sales Range: $40.00 - $450.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,RODGERS-2005-ROOKIESSTARS-LONGEVITYSAPPHIRE-061-BGS95,215,2005 Leaf Rookies & Stars Aaron Rodgers Longevity Sapphire #201 BGS 9.5 RC Gr...,,162.51,1,,2750,<p><b>2005 Leaf Rookies & Stars Aaron Rodgers #201</b></p><p><b>Grade:</b> BGS 9.5 GEM MINT<br><b>Serial Numbered:</b> 061/250</p><p>Longevity Sapphire | Rookie Card</p><p>Green Bay Packers | Football</p><p><b>Market Data:</b> Avg Market Value: $180.56 | Recent Sales Range: $55.00 - $780.00 | Based on 2 market sources</p><p>Card ships in BGS protective case with tracking.</p>,FixedPrice
Draft,RODGERS-2021-DONRUSSDOWNTOWN-DT15-SGC10,215,2021 Panini Donruss Downtown Aaron Rodgers #DT-15 SGC 10 Green Bay Packers,,491.85,1,,2750,<p><b>2021 Panini Donruss Downtown Aaron Rodgers #DT-15</b></p><p><b>Grade:</b> SGC 10 PRISTINE</p><p>Green Bay Packers | Football</p><p><b>Market Data:</b> Avg Market Value: $546.50 | Recent Sales Range: $360.00 - $999.99 | Based on 2 market sources</p><p>Card ships in SGC protective case with tracking.</p>,FixedPrice
Draft,RODGERS-2023-FLAWLESS-SAPPHIRE-08-PSA9,215,2023 Panini Flawless Aaron Rodgers Sapphire #HI-ARO PSA 9 Green Bay Packers /10,,227.22,1,,2750,<p><b>2023 Panini Flawless Aaron Rodgers #HI-ARO</b></p><p><b>Grade:</b> PSA 9 MINT<br><b>Serial Numbered:</b> 08/10</p><p>Sapphire | Autograph</p><p>Green Bay Packers | Football</p><p><b>Market Data:</b> Avg Market Value: $201.98 | Recent Sales Range: $40.00 - $460.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,PETERSON-2024-DONRUSSOPTIC-DOWNTOWNLEGENDS-8-PSA10,215,2024 Panini Donruss Optic Adrian Peterson Downtown Legends #8 PSA 10 Minnesot...,,583.16,1,,2750,<p><b>2024 Panini Donruss Optic Adrian Peterson #8</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Downtown Legends</p><p>Minnesota Vikings | Football</p><p><b>Market Data:</b> Avg Market Value: $518.37 | Recent Sales Range: $480.66 - $560.00 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,BROWN-2023-PRIZM-FORESTCAMO-236-PSA10,215,2023 Panini Prizm A.J. Brown Forest Camo #236 PSA 10 Philadelphia Eagles,,158.35,1,,2750,<p><b>2023 Panini Prizm A.J. Brown #236</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Forest Camo</p><p>Philadelphia Eagles | Football</p><p><b>Market Data:</b> Avg Market Value: $140.75 | Recent Sales Range: $50.00 - $539.99 | Based on 2 market sources</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
