#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listings here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports tab, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
#INFO,,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,ODUNZE-2024-ABSOLUTE-KABOOMHORIZONTAL-15-PSA8,215,2024 Panini Absolute Rome Odunze Kaboom! Horizontal #15 PSA 8 RC Chicago Bears,,805.75,1,,2750,<p><b>2024 Panini Absolute Rome Odunze #15</b></p><p><b>Grade:</b> PSA 8 NM-MT<br><b>Serial Numbered:</b> 145254776</p><p>Kaboom! Horizontal | Rookie Card</p><p>Chicago Bears | Football</p><p><b>Market Data:</b> Avg Market Value: $830.50 | Recent Sales Range: $830.50 - $830.50</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,RODGERS-2021-ABSOLUTE-KABOOM-K10-PSA9,215,2021 Panini Absolute Aaron Rodgers Kaboom #K10 PSA 9 Green Bay Packers,,506.25,1,,2750,<p><b>2021 Panini Absolute Aaron Rodgers #K10</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Kaboom</p><p>Green Bay Packers | Football</p><p><b>Market Data:</b> Avg Market Value: $450.00 | Recent Sales Range: $270.00 - $630.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,JACOBS-2024-ABSOLUTE-EXPLOSIVE-EXJJS-PSA10,215,2024 Panini Absolute Josh Jacobs Explosive #EX-JJS PSA 10 Green Bay Packers,,227.82,1,,2750,<p><b>2024 Panini Absolute Josh Jacobs #EX-JJS</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Explosive</p><p>Green Bay Packers | Football</p><p><b>Market Data:</b> Avg Market Value: $202.50 | Recent Sales Range: $202.50 - $202.50 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,SANDERS-2024-ABSOLUTE-EXPLOSIVE-EXJSS-PSA9,215,2024 Panini Absolute Ja'Tavion Sanders Explosive #EX-JSS PSA 9 RC Carolina Pa...,,258.51,1,,2750,<p><b>2024 Panini Absolute Ja'Tavion Sanders #EX-JSS</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Explosive | Rookie Card</p><p>Carolina Panthers | Football</p><p><b>Market Data:</b> Avg Market Value: $264.24 | Recent Sales Range: $227.50 - $300.98 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,BUTKUS-2024-DONRUSSDOWNTOWN-9-PSA9,215,2024 Panini Donruss Downtown Dick Butkus #9 PSA 9 Chicago Bears,,236.83,1,,2750,<p><b>2024 Panini Donruss Downtown Dick Butkus #9</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Chicago Bears | Football</p><p><b>Market Data:</b> Avg Market Value: $228.82 | Recent Sales Range: $210.00 - $269.99 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,JR-2024-DONRUSSDOWNTOWN-12-PSA9,215,2024 Panini Donruss Downtown Marvin Harrison Jr. #12 PSA 9 RC Arizona Cardinals,,349.19,1,,2750,<p><b>2024 Panini Donruss Downtown Marvin Harrison Jr. #12</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Rookie Card</p><p>Arizona Cardinals | Football</p><p><b>Market Data:</b> Avg Market Value: $333.04 | Recent Sales Range: $310.00 - $358.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,BARKLEY-2023-DONRUSSDOWNTOWN-D13-PSA10,215,2023 Panini Donruss Downtown Saquon Barkley #D-13 PSA 10 New York Giants,,655.89,1,,2750,<p><b>2023 Panini Donruss Downtown Saquon Barkley #D-13</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>New York Giants | Football</p><p><b>Market Data:</b> Avg Market Value: $597.35 | Recent Sales Range: $587.00 - $625.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,DANIELS-2024-DONRUSSDOWNTOWN-DOWNTOWN-16-PSA9,215,2024 Panini Donruss Downtown Jayden Daniels Downtown #16 PSA 9 RC Washington ...,,37.95,1,,2750,<p><b>2024 Panini Donruss Downtown Jayden Daniels #16</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Downtown | Rookie Card</p><p>Washington Commanders | Football</p><p><b>Market Data:</b> Avg Market Value: $33.74 | Recent Sales Range: $19.99 - $59.67 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,WILLIAMS-2024-DONRUSSDOWNTOWN-21-PSA9,215,2024 Panini Donruss Downtown Caleb Williams #21 PSA 9 RC Chicago Bears,,807.53,1,,2750,<p><b>2024 Panini Donruss Downtown Caleb Williams #21</b></p><p><b>Grade:</b> PSA 9 MINT</p><p>Rookie Card</p><p>Chicago Bears | Football</p><p><b>Market Data:</b> Avg Market Value: $782.95 | Recent Sales Range: $205.00 - $910.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
Draft,ODUNZE-2024-DONRUSSOPTIC-DOWNTOWN-15-PSA10,215,2024 Panini Donruss Optic Rome Odunze Downtown #15 PSA 10 RC Chicago Bears,,537.37,1,,2750,<p><b>2024 Panini Donruss Optic Rome Odunze #15</b></p><p><b>Grade:</b> PSA 10 GEM MINT</p><p>Downtown | Rookie Card</p><p>Chicago Bears | Football</p><p><b>Market Data:</b> Avg Market Value: $506.00 | Recent Sales Range: $495.00 - $517.00 | Based on 1 market source</p><p>Card ships in PSA protective case with tracking.</p>,FixedPrice
